"FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_WAC","DEP_TIME","DEP_DELAY","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","ARR_TIME","ARR_DELAY","CANCELLED","CANCELLATION_CODE","DIVERTED","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY"
2020-06-01,"AA",19805,"AA","N581UW","1489",11618,1161802,31703,"EWR","NJ","34",21,11057,1105703,31057,"CLT","NC","37",36,"1251",-9.00,11.00,"1302","1422",5.00,"1427",-29.00,0.00,,0.00,96.00,80.00,1.00,529.00,,,,,
2020-06-01,"AA",19805,"AA","N812AW","1499",14107,1410702,30466,"PHX","AZ","04",81,14869,1486903,34614,"SLC","UT","49",87,"0958",-8.00,11.00,"1009","1222",2.00,"1224",-20.00,0.00,,0.00,86.00,73.00,1.00,507.00,,,,,
2020-06-01,"AA",19805,"AA","N812AW","1499",14869,1486903,34614,"SLC","UT","49",87,14107,1410702,30466,"PHX","AZ","04",81,"1342",-7.00,14.00,"1356","1413",5.00,"1418",-9.00,0.00,,0.00,96.00,77.00,1.00,507.00,,,,,
2020-06-01,"AA",19805,"AA","N5007E","1519",10397,1039707,30397,"ATL","GA","13",34,13303,1330303,32467,"MIA","FL","12",33,"1524",-6.00,10.00,"1534","1655",4.00,"1659",-38.00,0.00,,0.00,95.00,81.00,1.00,594.00,,,,,
2020-06-01,"AA",19805,"AA","N875NN","1520",11278,1127805,30852,"DCA","VA","51",38,13303,1330303,32467,"MIA","FL","12",33,"1529",-11.00,11.00,"1540","1742",6.00,"1748",-51.00,0.00,,0.00,139.00,122.00,1.00,919.00,,,,,
2020-06-01,"AA",19805,"AA","N905AU","1532",10397,1039707,30397,"ATL","GA","13",34,11298,1129806,30194,"DFW","TX","48",74,"1409",-3.00,10.00,"1419","1506",11.00,"1517",-21.00,0.00,,0.00,128.00,107.00,1.00,731.00,,,,,
2020-06-01,"AA",19805,"AA","N5007E","1532",11298,1129806,30194,"DFW","TX","48",74,10397,1039707,30397,"ATL","GA","13",34,"1015",-5.00,9.00,"1024","1302",14.00,"1316",-10.00,0.00,,0.00,121.00,98.00,1.00,731.00,,,,,
2020-06-01,"AA",19805,"AA","N9013A","1537",14492,1449202,34492,"RDU","NC","37",36,13930,1393007,30977,"ORD","IL","17",41,"1207",-8.00,13.00,"1220","1302",6.00,"1308",-33.00,0.00,,0.00,121.00,102.00,1.00,646.00,,,,,
2020-06-01,"AA",19805,"AA","N940AN","1540",14747,1474703,30559,"SEA","WA","53",93,13930,1393007,30977,"ORD","IL","17",41,"0943",0.00,13.00,"0956","1518",13.00,"1531",-28.00,0.00,,0.00,228.00,202.00,1.00,1721.00,,,,,
2020-06-01,"AA",19805,"AA","N832AW","1551",11298,1129806,30194,"DFW","TX","48",74,14122,1412202,30198,"PIT","PA","42",23,"1050",-5.00,25.00,"1115","1435",8.00,"1443",3.00,0.00,,0.00,173.00,140.00,1.00,1067.00,,,,,
2020-06-01,"AA",19805,"AA","N835AW","1553",11298,1129806,30194,"DFW","TX","48",74,13198,1319801,33198,"MCI","MO","29",64,"1659",-6.00,13.00,"1712","1822",6.00,"1828",-13.00,0.00,,0.00,89.00,70.00,1.00,460.00,,,,,
2020-06-01,"AA",19805,"AA","N892NN","1555",14057,1405702,34057,"PDX","OR","41",92,13930,1393007,30977,"ORD","IL","17",41,"0959",0.00,15.00,"1014","1546",14.00,"1600",-15.00,0.00,,0.00,241.00,212.00,1.00,1739.00,,,,,
2020-06-01,"AA",19805,"AA","N755US","1559",14524,1452401,34524,"RIC","VA","51",38,11298,1129806,30194,"DFW","TX","48",74,"0714",-4.00,11.00,"0725","0900",11.00,"0911",-29.00,0.00,,0.00,177.00,155.00,1.00,1158.00,,,,,
2020-06-01,"AA",19805,"AA","N128UW","1560",13204,1320402,31454,"MCO","FL","12",33,11057,1105703,31057,"CLT","NC","37",36,"1017",-8.00,15.00,"1032","1146",8.00,"1154",-11.00,0.00,,0.00,97.00,74.00,1.00,468.00,,,,,
2020-06-01,"AA",19805,"AA","N832NN","1564",11298,1129806,30194,"DFW","TX","48",74,14683,1468305,33214,"SAT","TX","48",74,"1854",-6.00,12.00,"1906","1949",6.00,"1955",-15.00,0.00,,0.00,61.00,43.00,1.00,247.00,,,,,
2020-06-01,"AA",19805,"AA","N772XF","1565",11298,1129806,30194,"DFW","TX","48",74,10140,1014005,30140,"ABQ","NM","35",86,"1625",-5.00,11.00,"1636","1656",4.00,"1700",-23.00,0.00,,0.00,95.00,80.00,1.00,569.00,,,,,
2020-06-01,"AA",19805,"AA","N9019F","1567",10397,1039707,30397,"ATL","GA","13",34,11298,1129806,30194,"DFW","TX","48",74,"0758",-2.00,16.00,"0814","0901",12.00,"0913",-12.00,0.00,,0.00,135.00,107.00,1.00,731.00,,,,,
2020-06-01,"AA",19805,"AA","N9021H","1572",15370,1537002,34653,"TUL","OK","40",73,11298,1129806,30194,"DFW","TX","48",74,"0825",-5.00,14.00,"0839","0919",12.00,"0931",-22.00,0.00,,0.00,66.00,40.00,1.00,237.00,,,,,
2020-06-01,"AA",19805,"AA","N909NN","1605",11298,1129806,30194,"DFW","TX","48",74,14492,1449202,34492,"RDU","NC","37",36,"1833",-2.00,11.00,"1844","2201",3.00,"2204",-18.00,0.00,,0.00,151.00,137.00,1.00,1061.00,,,,,
2020-06-01,"AA",19805,"AA","N710UW","1606",14635,1463502,31714,"RSW","FL","12",33,14100,1410005,34100,"PHL","PA","42",23,"0709",-5.00,11.00,"0720","0938",5.00,"0943",-7.00,0.00,,0.00,154.00,138.00,1.00,993.00,,,,,
2020-06-01,"AA",19805,"AA","N545UW","1611",11057,1105703,31057,"CLT","NC","37",36,13204,1320402,31454,"MCO","FL","12",33,"1322",-8.00,11.00,"1333","1440",5.00,"1445",-31.00,0.00,,0.00,83.00,67.00,1.00,468.00,,,,,
2020-06-01,"AA",19805,"AA","N582UW","1612",11057,1105703,31057,"CLT","NC","37",36,12892,1289208,32575,"LAX","CA","06",91,"0924",1.00,13.00,"0937","1058",5.00,"1103",-44.00,0.00,,0.00,279.00,261.00,1.00,2125.00,,,,,
2020-06-01,"AA",19805,"AA","N122US","1615",11057,1105703,31057,"CLT","NC","37",36,14524,1452401,34524,"RIC","VA","51",38,"1631",-9.00,16.00,"1647","1728",6.00,"1734",-23.00,0.00,,0.00,63.00,41.00,1.00,257.00,,,,,
2020-06-01,"AA",19805,"AA","N778XF","1616",11298,1129806,30194,"DFW","TX","48",74,15016,1501606,31123,"STL","MO","29",64,"1454",-7.00,12.00,"1506","1622",6.00,"1628",-17.00,0.00,,0.00,94.00,76.00,1.00,550.00,,,,,
2020-06-01,"AA",19805,"AA","N9018E","1617",15016,1501606,31123,"STL","MO","29",64,11298,1129806,30194,"DFW","TX","48",74,"1521",-9.00,10.00,"1531","1648",11.00,"1659",-30.00,0.00,,0.00,98.00,77.00,1.00,550.00,,,,,
2020-06-01,"AA",19805,"AA","N358PW","1619",11298,1129806,30194,"DFW","TX","48",74,15304,1530402,33195,"TPA","FL","12",33,"1506",-4.00,10.00,"1516","1813",4.00,"1817",-16.00,0.00,,0.00,131.00,117.00,1.00,929.00,,,,,
2020-06-01,"AA",19805,"AA","N108UW","1621",11057,1105703,31057,"CLT","NC","37",36,15304,1530402,33195,"TPA","FL","12",33,"1711",-9.00,14.00,"1725","1850",4.00,"1854",-10.00,0.00,,0.00,103.00,85.00,1.00,507.00,,,,,
2020-06-01,"AA",19805,"AA","N412UW","1625",12892,1289208,32575,"LAX","CA","06",91,14107,1410702,30466,"PHX","AZ","04",81,"1305",-3.00,13.00,"1318","1416",9.00,"1425",-9.00,0.00,,0.00,80.00,58.00,1.00,370.00,,,,,
2020-06-01,"AA",19805,"AA","N848NN","1626",12953,1295304,31703,"LGA","NY","36",22,13303,1330303,32467,"MIA","FL","12",33,"1524",-5.00,28.00,"1552","1807",4.00,"1811",-41.00,0.00,,0.00,167.00,135.00,1.00,1096.00,,,,,
2020-06-01,"AA",19805,"AA","N771XF","1627",14771,1477104,32457,"SFO","CA","06",91,14107,1410702,30466,"PHX","AZ","04",81,"1207",-8.00,13.00,"1220","1401",7.00,"1408",-9.00,0.00,,0.00,121.00,101.00,1.00,651.00,,,,,
2020-06-01,"AA",19805,"AA","N123UW","1629",11057,1105703,31057,"CLT","NC","37",36,13204,1320402,31454,"MCO","FL","12",33,"1616",-4.00,11.00,"1627","1736",6.00,"1742",-25.00,0.00,,0.00,86.00,69.00,1.00,468.00,,,,,
2020-06-01,"AA",19805,"AA","N701UW","1631",10693,1069302,30693,"BNA","TN","47",54,11057,1105703,31057,"CLT","NC","37",36,"1604",-11.00,13.00,"1617","1804",6.00,"1810",-39.00,0.00,,0.00,66.00,47.00,1.00,328.00,,,,,
2020-06-01,"AA",19805,"AA","N123NN","1632",11057,1105703,31057,"CLT","NC","37",36,15304,1530402,33195,"TPA","FL","12",33,"1351",-7.00,11.00,"1402","1513",4.00,"1517",-23.00,0.00,,0.00,86.00,71.00,1.00,507.00,,,,,
2020-06-01,"AA",19805,"AA","N758US","1633",14683,1468305,33214,"SAT","TX","48",74,14107,1410702,30466,"PHX","AZ","04",81,"0824",-6.00,10.00,"0834","0837",10.00,"0847",-23.00,0.00,,0.00,143.00,123.00,1.00,843.00,,,,,
2020-06-01,"AA",19805,"AA","N414AL","1634",11278,1127805,30852,"DCA","VA","51",38,14107,1410702,30466,"PHX","AZ","04",81,"0650",-10.00,13.00,"0703","0819",5.00,"0824",-53.00,0.00,,0.00,274.00,256.00,1.00,1979.00,,,,,
2020-06-01,"AA",19805,"AA","N582UW","1646",14635,1463502,31714,"RSW","FL","12",33,11057,1105703,31057,"CLT","NC","37",36,"0624",8.00,12.00,"0636","0804",6.00,"0810",0.00,0.00,,0.00,106.00,88.00,1.00,600.00,,,,,
2020-06-01,"AA",19805,"AA","N837NN","1652",13930,1393007,30977,"ORD","IL","17",41,14100,1410005,34100,"PHL","PA","42",23,"0819",-6.00,13.00,"0832","1059",9.00,"1108",-22.00,0.00,,0.00,109.00,87.00,1.00,678.00,,,,,
2020-06-01,"AA",19805,"AA","N962AN","1656",14683,1468305,33214,"SAT","TX","48",74,11298,1129806,30194,"DFW","TX","48",74,"0759",-1.00,11.00,"0810","0852",9.00,"0901",-11.00,0.00,,0.00,62.00,42.00,1.00,247.00,,,,,
2020-06-01,"AA",19805,"AA","N166NN","1657",14771,1477104,32457,"SFO","CA","06",91,11298,1129806,30194,"DFW","TX","48",74,"1154",-6.00,10.00,"1204","1713",9.00,"1722",-10.00,0.00,,0.00,208.00,189.00,1.00,1464.00,,,,,
2020-06-01,"AA",19805,"AA","N927UW","1659",11057,1105703,31057,"CLT","NC","37",36,14771,1477104,32457,"SFO","CA","06",91,"1632",-4.00,13.00,"1645","1844",5.00,"1849",-28.00,0.00,,0.00,317.00,299.00,1.00,2296.00,,,,,
2020-06-01,"AA",19805,"AA","N982NN","1660",11298,1129806,30194,"DFW","TX","48",74,13204,1320402,31454,"MCO","FL","12",33,"1854",-6.00,21.00,"1915","2223",6.00,"2229",-12.00,0.00,,0.00,155.00,128.00,1.00,985.00,,,,,
2020-06-01,"AA",19805,"AA","N121UW","1664",11057,1105703,31057,"CLT","NC","37",36,14100,1410005,34100,"PHL","PA","42",23,"2001",1.00,9.00,"2010","2119",4.00,"2123",-20.00,0.00,,0.00,82.00,69.00,1.00,449.00,,,,,
2020-06-01,"AA",19805,"AA","N558UW","1665",12889,1288903,32211,"LAS","NV","32",85,11057,1105703,31057,"CLT","NC","37",36,"0757",-3.00,13.00,"0810","1509",10.00,"1519",-3.00,0.00,,0.00,262.00,239.00,1.00,1916.00,,,,,
2020-06-01,"AA",19805,"AA","N809NN","1669",11298,1129806,30194,"DFW","TX","48",74,13204,1320402,31454,"MCO","FL","12",33,"1644",-11.00,16.00,"1700","2003",6.00,"2009",-26.00,0.00,,0.00,145.00,123.00,1.00,985.00,,,,,
2020-06-01,"AA",19805,"AA","N809AW","1671",11057,1105703,31057,"CLT","NC","37",36,14122,1412202,30198,"PIT","PA","42",23,"1759",-2.00,11.00,"1810","1907",6.00,"1913",-17.00,0.00,,0.00,74.00,57.00,1.00,366.00,,,,,
2020-06-01,"AA",19805,"AA","N818NN","1680",14100,1410005,34100,"PHL","PA","42",23,13930,1393007,30977,"ORD","IL","17",41,"0610",-6.00,17.00,"0627","0714",7.00,"0721",-14.00,0.00,,0.00,131.00,107.00,1.00,678.00,,,,,
2020-06-01,"AA",19805,"AA","N9025B","1682",13930,1393007,30977,"ORD","IL","17",41,10397,1039707,30397,"ATL","GA","13",34,"1708",-2.00,18.00,"1726","1946",6.00,"1952",-25.00,0.00,,0.00,104.00,80.00,1.00,606.00,,,,,
2020-06-01,"AA",19805,"AA","N724UW","1690",10529,1052906,30529,"BDL","CT","09",11,11057,1105703,31057,"CLT","NC","37",36,"0621",-9.00,10.00,"0631","0800",3.00,"0803",-32.00,0.00,,0.00,102.00,89.00,1.00,644.00,,,,,
2020-06-01,"AA",19805,"AA","N114UW","1699",11057,1105703,31057,"CLT","NC","37",36,11042,1104205,30647,"CLE","OH","39",44,"0924",-9.00,12.00,"0936","1044",8.00,"1052",-18.00,0.00,,0.00,88.00,68.00,1.00,430.00,,,,,
2020-06-01,"AA",19805,"AA","N604AW","1702",12892,1289208,32575,"LAX","CA","06",91,14107,1410702,30466,"PHX","AZ","04",81,"0845",-5.00,11.00,"0856","0955",29.00,"1024",-3.00,0.00,,0.00,99.00,59.00,1.00,370.00,,,,,
2020-06-01,"AA",19805,"AA","N604AW","1702",14107,1410702,30466,"PHX","AZ","04",81,12892,1289208,32575,"LAX","CA","06",91,"0627",-3.00,14.00,"0641","0739",3.00,"0742",-18.00,0.00,,0.00,75.00,58.00,1.00,370.00,,,,,
2020-06-01,"AA",19805,"AA","N510UW","1703",14307,1430705,30721,"PVD","RI","44",15,11057,1105703,31057,"CLT","NC","37",36,"0957",-8.00,11.00,"1008","1145",4.00,"1149",-29.00,0.00,,0.00,112.00,97.00,1.00,683.00,,,,,
2020-06-01,"AA",19805,"AA","N562UW","1708",11057,1105703,31057,"CLT","NC","37",36,14307,1430705,30721,"PVD","RI","44",15,"1648",-7.00,8.00,"1656","1829",3.00,"1832",-27.00,0.00,,0.00,104.00,93.00,1.00,683.00,,,,,
2020-06-01,"AA",19805,"AA","N732US","1712",11057,1105703,31057,"CLT","NC","37",36,14683,1468305,33214,"SAT","TX","48",74,"1300",0.00,13.00,"1313","1447",6.00,"1453",0.00,0.00,,0.00,173.00,154.00,1.00,1095.00,,,,,
2020-06-01,"AA",19805,"AA","N551UW","1714",14635,1463502,31714,"RSW","FL","12",33,11057,1105703,31057,"CLT","NC","37",36,"1304",-1.00,12.00,"1316","1442",7.00,"1449",-13.00,0.00,,0.00,105.00,86.00,1.00,600.00,,,,,
2020-06-01,"AA",19805,"AA","N551UW","1732",11057,1105703,31057,"CLT","NC","37",36,14635,1463502,31714,"RSW","FL","12",33,"0912",2.00,17.00,"0929","1057",5.00,"1102",1.00,0.00,,0.00,110.00,88.00,1.00,600.00,,,,,
2020-06-01,"AA",19805,"AA","N953AN","1733",13930,1393007,30977,"ORD","IL","17",41,11298,1129806,30194,"DFW","TX","48",74,"0659",-1.00,11.00,"0710","0855",10.00,"0905",-29.00,0.00,,0.00,126.00,105.00,1.00,801.00,,,,,
2020-06-01,"AA",19805,"AA","N123NN","1748",15304,1530402,33195,"TPA","FL","12",33,11057,1105703,31057,"CLT","NC","37",36,"1622",-8.00,10.00,"1632","1746",10.00,"1756",-26.00,0.00,,0.00,94.00,74.00,1.00,507.00,,,,,
2020-06-01,"AA",19805,"AA","N803AW","1761",11298,1129806,30194,"DFW","TX","48",74,14122,1412202,30198,"PIT","PA","42",23,"1724",24.00,12.00,"1736","2051",6.00,"2057",16.00,0.00,,0.00,153.00,135.00,1.00,1067.00,16.00,0.00,0.00,0.00,0.00
2020-06-01,"AA",19805,"AA","N165US","1768",11298,1129806,30194,"DFW","TX","48",74,12953,1295304,31703,"LGA","NY","36",22,"1221",-4.00,13.00,"1234","1635",4.00,"1639",-6.00,0.00,,0.00,198.00,181.00,1.00,1389.00,,,,,
2020-06-01,"AA",19805,"AA","N826NN","1769",11298,1129806,30194,"DFW","TX","48",74,12892,1289208,32575,"LAX","CA","06",91,"1257",-3.00,12.00,"1309","1342",3.00,"1345",-42.00,0.00,,0.00,168.00,153.00,1.00,1235.00,,,,,
2020-06-01,"AA",19805,"AA","N907NN","1776",10721,1072102,30721,"BOS","MA","25",13,14100,1410005,34100,"PHL","PA","42",23,"1849",-11.00,13.00,"1902","1956",3.00,"1959",-52.00,0.00,,0.00,70.00,54.00,1.00,280.00,,,,,
2020-06-01,"AA",19805,"AA","N510UW","1783",11057,1105703,31057,"CLT","NC","37",36,14771,1477104,32457,"SFO","CA","06",91,"2007",-8.00,11.00,"2018","2215",7.00,"2222",-31.00,0.00,,0.00,315.00,297.00,1.00,2296.00,,,,,
2020-06-01,"AA",19805,"AA","N832AW","1784",14122,1412202,30198,"PIT","PA","42",23,11057,1105703,31057,"CLT","NC","37",36,"1722",-8.00,11.00,"1733","1833",7.00,"1840",-23.00,0.00,,0.00,78.00,60.00,1.00,366.00,,,,,
2020-06-01,"AA",19805,"AA","N721UW","1785",14100,1410005,34100,"PHL","PA","42",23,14027,1402702,34027,"PBI","FL","12",33,"1819",-6.00,11.00,"1830","2025",4.00,"2029",-46.00,0.00,,0.00,130.00,115.00,1.00,951.00,,,,,
2020-06-01,"AA",19805,"AA","N549UW","1790",11057,1105703,31057,"CLT","NC","37",36,14100,1410005,34100,"PHL","PA","42",23,"1301",-9.00,12.00,"1313","1423",4.00,"1427",-25.00,0.00,,0.00,86.00,70.00,1.00,449.00,,,,,
2020-06-01,"AA",19805,"AA","N714US","1794",11057,1105703,31057,"CLT","NC","37",36,14492,1449202,34492,"RDU","NC","37",36,"1620",-5.00,9.00,"1629","1657",4.00,"1701",-29.00,0.00,,0.00,41.00,28.00,1.00,130.00,,,,,
2020-06-01,"AA",19805,"AA","N770UW","1795",11423,1142307,31423,"DSM","IA","19",61,14107,1410702,30466,"PHX","AZ","04",81,"0812",2.00,11.00,"0823","0854",3.00,"0857",-33.00,0.00,,0.00,165.00,151.00,1.00,1149.00,,,,,
2020-06-01,"AA",19805,"AA","N401AN","1798",11298,1129806,30194,"DFW","TX","48",74,14107,1410702,30466,"PHX","AZ","04",81,"1049",-1.00,15.00,"1104","1100",14.00,"1114",-19.00,0.00,,0.00,145.00,116.00,1.00,868.00,,,,,
2020-06-01,"AA",19805,"AA","N523UW","1800",11057,1105703,31057,"CLT","NC","37",36,10821,1082106,30852,"BWI","MD","24",35,"2105",9.00,16.00,"2121","2216",6.00,"2222",-1.00,0.00,,0.00,77.00,55.00,1.00,361.00,,,,,
2020-06-01,"AA",19805,"AA","N801NN","1801",10721,1072102,30721,"BOS","MA","25",13,11057,1105703,31057,"CLT","NC","37",36,"0555",-6.00,13.00,"0608","0743",3.00,"0746",-39.00,0.00,,0.00,111.00,95.00,1.00,728.00,,,,,
2020-06-01,"AA",19805,"AA","N723UW","1806",15304,1530402,33195,"TPA","FL","12",33,14100,1410005,34100,"PHL","PA","42",23,"0656",-4.00,11.00,"0707","0917",9.00,"0926",-6.00,0.00,,0.00,150.00,130.00,1.00,920.00,,,,,
2020-06-01,"AA",19805,"AA","N119US","1817",11057,1105703,31057,"CLT","NC","37",36,11433,1143302,31295,"DTW","MI","26",43,"2024",-5.00,12.00,"2036","2150",10.00,"2200",-17.00,0.00,,0.00,96.00,74.00,1.00,500.00,,,,,
2020-06-01,"AA",19805,"AA","N715UW","1820",14027,1402702,34027,"PBI","FL","12",33,14100,1410005,34100,"PHL","PA","42",23,"1406",-8.00,8.00,"1414","1645",4.00,"1649",-11.00,0.00,,0.00,163.00,151.00,1.00,951.00,,,,,
2020-06-01,"AA",19805,"AA","N715UW","1820",14100,1410005,34100,"PHL","PA","42",23,14027,1402702,34027,"PBI","FL","12",33,"1031",-14.00,24.00,"1055","1255",5.00,"1300",-31.00,0.00,,0.00,149.00,120.00,1.00,951.00,,,,,
2020-06-01,"AA",19805,"AA","N557UW","1822",14100,1410005,34100,"PHL","PA","42",23,11057,1105703,31057,"CLT","NC","37",36,"1625",-5.00,16.00,"1641","1748",3.00,"1751",-36.00,0.00,,0.00,86.00,67.00,1.00,449.00,,,,,
2020-06-01,"AA",19805,"AA","N104UW","1824",14122,1412202,30198,"PIT","PA","42",23,11057,1105703,31057,"CLT","NC","37",36,"1023",-7.00,10.00,"1033","1133",5.00,"1138",-28.00,0.00,,0.00,75.00,60.00,1.00,366.00,,,,,
2020-06-01,"AA",19805,"AA","N9015D","1827",13244,1324402,33244,"MEM","TN","47",54,11298,1129806,30194,"DFW","TX","48",74,"0742",-8.00,36.00,"0818","0923",16.00,"0939",-2.00,0.00,,0.00,117.00,65.00,1.00,431.00,,,,,
2020-06-01,"AA",19805,"AA","N109UW","1829",11057,1105703,31057,"CLT","NC","37",36,15096,1509602,35096,"SYR","NY","36",22,"2014",9.00,12.00,"2026","2147",5.00,"2152",2.00,0.00,,0.00,98.00,81.00,1.00,603.00,,,,,
2020-06-01,"AA",19805,"AA","N993AN","1830",11298,1129806,30194,"DFW","TX","48",74,12892,1289208,32575,"LAX","CA","06",91,"1459",-1.00,12.00,"1511","1544",3.00,"1547",-37.00,0.00,,0.00,168.00,153.00,1.00,1235.00,,,,,
2020-06-01,"AA",19805,"AA","N123UW","1831",14307,1430705,30721,"PVD","RI","44",15,11057,1105703,31057,"CLT","NC","37",36,"1252",-8.00,8.00,"1300","1431",4.00,"1435",-38.00,0.00,,0.00,103.00,91.00,1.00,683.00,,,,,
2020-06-01,"AA",19805,"AA","N891NN","1832",10423,1042302,30423,"AUS","TX","48",74,14107,1410702,30466,"PHX","AZ","04",81,"0832",-6.00,10.00,"0842","0841",4.00,"0845",-33.00,0.00,,0.00,133.00,119.00,1.00,872.00,,,,,
2020-06-01,"AA",19805,"AA","N585UW","1837",11057,1105703,31057,"CLT","NC","37",36,13303,1330303,32467,"MIA","FL","12",33,"0728",-10.00,14.00,"0742","0913",4.00,"0917",-23.00,0.00,,0.00,109.00,91.00,1.00,650.00,,,,,
2020-06-01,"AA",19805,"AA","N891NN","1838",13930,1393007,30977,"ORD","IL","17",41,14107,1410702,30466,"PHX","AZ","04",81,"1703",-7.00,16.00,"1719","1841",5.00,"1846",-18.00,0.00,,0.00,223.00,202.00,1.00,1440.00,,,,,
2020-06-01,"AA",19805,"AA","N778XF","1839",11278,1127805,30852,"DCA","VA","51",38,11298,1129806,30194,"DFW","TX","48",74,"0650",-10.00,10.00,"0700","0843",12.00,"0855",-32.00,0.00,,0.00,185.00,163.00,1.00,1192.00,,,,,
2020-06-01,"AA",19805,"AA","N862NN","1840",11057,1105703,31057,"CLT","NC","37",36,12266,1226603,31453,"IAH","TX","48",74,"2043",-6.00,12.00,"2055","2158",5.00,"2203",-26.00,0.00,,0.00,140.00,123.00,1.00,912.00,,,,,
2020-06-01,"AA",19805,"AA","N818AW","1845",14100,1410005,34100,"PHL","PA","42",23,11697,1169706,32467,"FLL","FL","12",33,"1027",-3.00,23.00,"1050","1254",5.00,"1259",-27.00,0.00,,0.00,152.00,124.00,1.00,992.00,,,,,
2020-06-01,"AA",19805,"AA","N534UW","1849",11057,1105703,31057,"CLT","NC","37",36,13204,1320402,31454,"MCO","FL","12",33,"0950",35.00,15.00,"1005","1111",7.00,"1118",21.00,0.00,,0.00,88.00,66.00,1.00,468.00,21.00,0.00,0.00,0.00,0.00
2020-06-01,"AA",19805,"AA","N301NW","1853",11298,1129806,30194,"DFW","TX","48",74,10721,1072102,30721,"BOS","MA","25",13,"1026",-4.00,14.00,"1040","1458",5.00,"1503",-15.00,0.00,,0.00,217.00,198.00,1.00,1562.00,,,,,
2020-06-01,"AA",19805,"AA","N9012","1856",11298,1129806,30194,"DFW","TX","48",74,12339,1233904,32337,"IND","IN","18",42,"1630",-5.00,10.00,"1640","1927",6.00,"1933",-9.00,0.00,,0.00,123.00,107.00,1.00,761.00,,,,,
2020-06-01,"AA",19805,"AA","N737US","1860",11057,1105703,31057,"CLT","NC","37",36,10257,1025702,30257,"ALB","NY","36",22,"0929",-6.00,10.00,"0939","1124",3.00,"1127",-13.00,0.00,,0.00,118.00,105.00,1.00,646.00,,,,,
2020-06-01,"AA",19805,"AA","N179UW","1862",11057,1105703,31057,"CLT","NC","37",36,12953,1295304,31703,"LGA","NY","36",22,"1307",-6.00,10.00,"1317","1436",3.00,"1439",-26.00,0.00,,0.00,92.00,79.00,1.00,544.00,,,,,
2020-06-01,"AA",19805,"AA","N712US","1870",14100,1410005,34100,"PHL","PA","42",23,11697,1169706,32467,"FLL","FL","12",33,"1805",-5.00,18.00,"1823","2035",2.00,"2037",-39.00,0.00,,0.00,152.00,132.00,1.00,992.00,,,,,
2020-06-01,"AA",19805,"AA","N875NN","1873",13303,1330303,32467,"MIA","FL","12",33,11278,1127805,30852,"DCA","VA","51",38,"1024",-4.00,10.00,"1034","1244",4.00,"1248",-9.00,0.00,,0.00,144.00,130.00,1.00,919.00,,,,,
2020-06-01,"AA",19805,"AA","N762US","1875",14100,1410005,34100,"PHL","PA","42",23,15304,1530402,33195,"TPA","FL","12",33,"0821",-10.00,12.00,"0833","1039",4.00,"1043",-37.00,0.00,,0.00,142.00,126.00,1.00,920.00,,,,,
2020-06-01,"AA",19805,"AA","N762US","1875",15304,1530402,33195,"TPA","FL","12",33,14100,1410005,34100,"PHL","PA","42",23,"1202",-3.00,10.00,"1212","1428",4.00,"1432",-8.00,0.00,,0.00,150.00,136.00,1.00,920.00,,,,,
2020-06-01,"AA",19805,"AA","N510UW","1877",11057,1105703,31057,"CLT","NC","37",36,11697,1169706,32467,"FLL","FL","12",33,"1330",-10.00,12.00,"1342","1510",4.00,"1514",-34.00,0.00,,0.00,104.00,88.00,1.00,632.00,,,,,
2020-06-01,"AA",19805,"AA","N754UW","1880",14107,1410702,30466,"PHX","AZ","04",81,14771,1477104,32457,"SFO","CA","06",91,"1003",-12.00,12.00,"1015","1149",15.00,"1204",-23.00,0.00,,0.00,121.00,94.00,1.00,651.00,,,,,
2020-06-01,"AA",19805,"AA","N545UW","1882",11057,1105703,31057,"CLT","NC","37",36,14524,1452401,34524,"RIC","VA","51",38,"2035",-5.00,16.00,"2051","2133",7.00,"2140",-15.00,0.00,,0.00,65.00,42.00,1.00,257.00,,,,,
2020-06-01,"AA",19805,"AA","N405AN","1885",11298,1129806,30194,"DFW","TX","48",74,14107,1410702,30466,"PHX","AZ","04",81,"1653",-7.00,14.00,"1707","1706",5.00,"1711",-28.00,0.00,,0.00,138.00,119.00,1.00,868.00,,,,,
2020-06-01,"AA",19805,"AA","N524UW","1895",11057,1105703,31057,"CLT","NC","37",36,12889,1288903,32211,"LAS","NV","32",85,"0859",-11.00,13.00,"0912","1008",7.00,"1015",-37.00,0.00,,0.00,256.00,236.00,1.00,1916.00,,,,,
